Year,Region,Watts Index,Poverty Line
2000,Thailand,0.01,$2.15
2002,Thailand,0,$2.15
2004,Thailand,0,$2.15
2006,Thailand,0,$2.15
2007,Thailand,0,$2.15
2008,Thailand,0,$2.15
2009,Thailand,0,$2.15
2010,Thailand,0,$2.15
2011,Thailand,0,$2.15
2012,Thailand,0,$2.15
2013,Thailand,0,$2.15
2014,Thailand,0,$2.15
2015,Thailand,0,$2.15
2016,Thailand,0,$2.15
2017,Thailand,0,$2.15
2018,Thailand,0,$2.15
2019,Thailand,0,$2.15
2020,Thailand,0,$2.15
2021,Thailand,0,$2.15
2006,Togo,0.36,$2.15
2011,Togo,0.41,$2.15
2015,Togo,0.37,$2.15
2018,Togo,0.11,$2.15
2000,Tonga,0.01,$2.15
2009,Tonga,0,$2.15
2015,Tonga,0,$2.15
1988,Trinidad and Tobago,0,$2.15
1992,Trinidad and Tobago,0.01,$2.15
1985,Tunisia,0.04,$2.15
1990,Tunisia,0.03,$2.15
1995,Tunisia,0.03,$2.15
2000,Tunisia,0.01,$2.15
2005,Tunisia,0.01,$2.15
2010,Tunisia,0,$2.15
2015,Tunisia,0,$2.15
1998,Turkmenistan,0.2,$2.15
1989,Uganda,0.43,$2.15
1992,Uganda,0.41,$2.15
1996,Uganda,0.37,$2.15
1999,Uganda,0.45,$2.15
2002,Uganda,0.41,$2.15
2005,Uganda,0.32,$2.15
2009,Uganda,0.22,$2.15
2012,Uganda,0.15,$2.15
2016,Uganda,0.19,$2.15
2019,Uganda,0.19,$2.15
1992,Ukraine,0.01,$2.15
1993,Ukraine,0.01,$2.15
1995,Ukraine,0.02,$2.15
1996,Ukraine,0.03,$2.15
1999,Ukraine,0.03,$2.15
2002,Ukraine,0.01,$2.15
2003,Ukraine,0,$2.15
2004,Ukraine,0,$2.15
2005,Ukraine,0,$2.15
2006,Ukraine,0,$2.15
2007,Ukraine,0,$2.15
2008,Ukraine,0,$2.15
2009,Ukraine,0,$2.15
2010,Ukraine,0,$2.15
2011,Ukraine,0,$2.15
2012,Ukraine,0,$2.15
2013,Ukraine,0,$2.15
2014,Ukraine,0,$2.15
2015,Ukraine,0,$2.15
2016,Ukraine,0,$2.15
2017,Ukraine,0,$2.15
2018,Ukraine,0,$2.15
2019,Ukraine,0,$2.15
2020,Ukraine,0,$2.15
2013,United Arab Emirates,0,$2.15
2018,United Arab Emirates,0,$2.15
1981,Uruguay,0,$2.15
1989,Uruguay,0,$2.15
1992,Uruguay,0,$2.15
1995,Uruguay,0,$2.15
1996,Uruguay,0,$2.15
1997,Uruguay,0,$2.15
1998,Uruguay,0,$2.15
2000,Uruguay,0,$2.15
2001,Uruguay,0,$2.15
2002,Uruguay,0,$2.15
2003,Uruguay,0,$2.15
2004,Uruguay,0,$2.15
2005,Uruguay,0,$2.15
2006,Uruguay,0,$2.15
2007,Uruguay,0,$2.15
2008,Uruguay,0,$2.15
2009,Uruguay,0,$2.15
2010,Uruguay,0,$2.15
2011,Uruguay,0,$2.15
2012,Uruguay,0,$2.15
2013,Uruguay,0,$2.15
2014,Uruguay,0,$2.15
2015,Uruguay,0,$2.15
2016,Uruguay,0,$2.15
2017,Uruguay,0,$2.15
2018,Uruguay,0,$2.15
2019,Uruguay,0,$2.15
2020,Uruguay,0,$2.15
2021,Uruguay,0,$2.15
1998,Uzbekistan,0.45,$2.15
2000,Uzbekistan,0.6,$2.15
2002,Uzbekistan,0.51,$2.15
2003,Uzbekistan,0.58,$2.15
1998,"Yemen, Rep.",0.02,$2.15
2005,"Yemen, Rep.",0.02,$2.15
2014,"Yemen, Rep.",0.06,$2.15
1991,Zambia,0.93,$2.15
1993,Zambia,0.56,$2.15
1996,Zambia,0.28,$2.15
1998,Zambia,0.3,$2.15
2002,Zambia,0.31,$2.15
2004,Zambia,0.51,$2.15
2006,Zambia,0.57,$2.15
2010,Zambia,0.58,$2.15
2015,Zambia,0.58,$2.15
2011,Zimbabwe,0.07,$2.15
2017,Zimbabwe,0.12,$2.15
2019,Zimbabwe,0.19,$2.15
$2.15,,,
$2.15,,,
$3.65,,,
$6.85,,,
